seed,elapsed_time,from_state,to_state,pos_xyz,target_xyz,discovered_xyz,attack_retry_started_at
10,0.119,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-0.8124 -2.8701 10.5503,-0.8124 -2.8701 10.5190,-0.8124 -2.8701 10.9874,0.034
10,0.121,HYDRO_CHECK_MIC,HOLD_TARGET,-0.8124 -2.8701 10.5503,,-0.8124 -2.8701 10.9874,0.034
10,0.122,HOLD_TARGET,HYDRO_DIVE,-0.8124 -2.8701 10.5503,,-0.8124 -2.8701 10.9874,0.034
10,0.132,HYDRO_DIVE,HYDRO_APPROACH,-0.8124 -2.8701 13.0112,-0.8124 -2.8701 13.0503,-0.8124 -2.8701 10.9874,0.034
10,0.142,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-0.8124 -2.8701 11.0190,-0.8124 -2.8701 10.9874,-0.8124 -2.8701 10.9874,0.034
10,0.149,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-0.8124 -2.8701 10.5503,-0.8124 -2.8701 10.5190,-0.8124 -2.8701 10.9874,0.034
10,0.151,HYDRO_CHECK_MIC,SURFACE,-0.8124 -2.8701 10.5503,,-0.8124 -2.8701 10.9874,0.034
10,0.162,SURFACE,RETURN_HOME,-0.8124 -2.8701 6.5815,-0.8124 -2.8701 6.5503,-0.8124 -2.8701 10.9874,0.034
10,0.163,RETURN_HOME,DONE,-0.8124 -2.8701 6.5815,,-0.8124 -2.8701 10.9874,0.034
11,0,,INIT,,,,
11,0.021,INIT,DESCEND_TO_7M,,,,
11,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
11,0.036,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,2.5107 1.5361 11.0165,0.036
11,0.046,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,2.5107 1.5361 11.0165,0.036
11,0.048,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,2.5107 1.5361 11.0165,0.036
11,0.057,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,1.8210 -0.8809 8.8160,0.036
11,0.066,VISUAL_ATTACK,VISUAL_POST_CHECK,1.7640 -0.8534 8.8353,1.8210 -0.8809 8.8160,1.8210 -0.8809 8.8160,0.036
11,0.073,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,1.7640 -0.8534 8.3666,1.7640 -0.8534 8.3353,1.8210 -0.8809 8.8160,0.036
11,0.075,VISUAL_CHECK_MIC,VISUAL_DETECT,1.7640 -0.8534 8.3666,,1.8210 -0.8809 8.8160,0.036
11,0.076,VISUAL_DETECT,VISUAL_ATTACK,1.7640 -0.8534 8.3666,,2.3393 -0.9255 8.2476,0.036
11,0.082,VISUAL_ATTACK,VISUAL_POST_CHECK,2.2674 -0.9165 8.2625,2.3393 -0.9255 8.2476,2.3393 -0.9255 8.2476,0.036
11,0.088,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.2674 -0.9165 7.7938,2.2674 -0.9165 7.7625,2.3393 -0.9255 8.2476,0.036
11,0.09,VISUAL_CHECK_MIC,VISUAL_DETECT,2.2674 -0.9165 7.7938,,2.3393 -0.9255 8.2476,0.036
11,0.092,VISUAL_DETECT,VISUAL_ATTACK,2.2674 -0.9165 7.7938,,4.0652 -0.6359 7.7933,0.036
11,0.099,VISUAL_ATTACK,VISUAL_POST_CHECK,4.0090 -0.6447 7.7933,4.0652 -0.6359 7.7933,4.0652 -0.6359 7.7933,0.036
11,0.106,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,4.0090 -0.6447 7.3246,4.0090 -0.6447 7.2933,4.0652 -0.6359 7.7933,0.036
11,0.108,VISUAL_CHECK_MIC,SURFACE,4.0090 -0.6447 7.3246,,4.0652 -0.6359 7.7933,0.036
11,0.12,SURFACE,RETURN_HOME,4.0090 -0.6447 3.3558,4.0090 -0.6447 3.3246,4.0652 -0.6359 7.7933,0.036
11,0.121,RETURN_HOME,DONE,4.0090 -0.6447 3.3558,,4.0652 -0.6359 7.7933,0.036
12,0,,INIT,,,,
12,0.02,INIT,DESCEND_TO_7M,,,,
12,0.032,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
12,0.033,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-2.8710 0.0609 11.0677,0.033
12,0.045,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-2.8710 0.0609 11.0677,0.033
12,0.046,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,-2.8710 0.0609 11.0677,0.033
12,0.054,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,0.9991 0.0270 10.0740,0.033
12,0.061,VISUAL_ATTACK,VISUAL_POST_CHECK,0.9366 0.0253 10.0341,0.9991 0.0270 10.0740,0.9991 0.0270 10.0740,0.033
12,0.078,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,0.9366 0.0253 9.5654,0.9366 0.0253 9.5341,0.9991 0.0270 10.0740,0.033
12,0.08,VISUAL_CHECK_MIC,SURFACE,0.9366 0.0253 9.5654,,0.9991 0.0270 10.0740,0.033
12,0.091,SURFACE,RETURN_HOME,0.9366 0.0253 5.5966,0.9366 0.0253 5.5654,0.9991 0.0270 10.0740,0.033
12,0.093,RETURN_HOME,DONE,0.9366 0.0253 5.5966,,0.9991 0.0270 10.0740,0.033
13,0,,INIT,,,,
13,0.021,INIT,DESCEND_TO_7M,,,,
13,0.033,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
13,0.035,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-2.0648 2.2202 10.9504,0.035
13,0.044,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-2.0648 2.2202 10.9504,0.035
13,0.046,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,-2.0648 2.2202 10.9504,0.035
13,0.051,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,2.9950 0.9860 10.1043,0.035
13,0.059,VISUAL_ATTACK,VISUAL_POST_CHECK,2.9014 0.9551 10.0834,2.9950 0.9860 10.1043,2.9950 0.9860 10.1043,0.035
13,0.066,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.9014 0.9551 9.6147,2.9014 0.9551 9.5834,2.9950 0.9860 10.1043,0.035
13,0.068,VISUAL_CHECK_MIC,SURFACE,2.9014 0.9551 9.6147,,2.9950 0.9860 10.1043,0.035
13,0.08,SURFACE,RETURN_HOME,2.9014 0.9551 5.6459,2.9014 0.9551 5.6147,2.9950 0.9860 10.1043,0.035
13,0.081,RETURN_HOME,DONE,2.9014 0.9551 5.6459,,2.9950 0.9860 10.1043,0.035
14,0,,INIT,,,,
14,0.022,INIT,DESCEND_TO_7M,,,,
14,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
14,0.036,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,0.7825 -2.9687 10.9210,0.036
14,0.046,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,0.7825 -2.9687 10.9210,0.036
14,0.048,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,0.7825 -2.9687 10.9210,0.036
14,0.054,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,1.2891 0.6157 9.1569,0.036
14,0.06,VISUAL_ATTACK,VISUAL_POST_CHECK,1.2086 0.5772 9.1743,1.2891 0.6157 9.1569,1.2891 0.6157 9.1569,0.036
14,0.066,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,1.2086 0.5772 8.7056,1.2086 0.5772 8.6743,1.2891 0.6157 9.1569,0.036
14,0.067,VISUAL_CHECK_MIC,VISUAL_DETECT,1.2086 0.5772 8.7056,,1.2891 0.6157 9.1569,0.036
14,0.069,VISUAL_DETECT,VISUAL_ATTACK,1.2086 0.5772 8.7056,,2.9992 -0.1007 9.0364,0.036
14,0.078,VISUAL_ATTACK,VISUAL_POST_CHECK,2.9433 -0.0795 9.0261,2.9992 -0.1007 9.0364,2.9992 -0.1007 9.0364,0.036
14,0.084,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.9433 -0.0795 8.5573,2.9433 -0.0795 8.5261,2.9992 -0.1007 9.0364,0.036
14,0.086,VISUAL_CHECK_MIC,SURFACE,2.9433 -0.0795 8.5573,,2.9992 -0.1007 9.0364,0.036
14,0.098,SURFACE,RETURN_HOME,2.9433 -0.0795 4.5886,2.9433 -0.0795 4.5573,2.9992 -0.1007 9.0364,0.036
14,0.099,RETURN_HOME,DONE,2.9433 -0.0795 4.5886,,2.9992 -0.1007 9.0364,0.036
15,0,,INIT,,,,
15,0.021,INIT,DESCEND_TO_7M,,,,
15,0.035,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
15,0.037,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,-1.6776 -2.5718 10.9207,0.037
15,0.038,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,-1.6776 -2.5718 10.9207,0.037
15,0.049,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-1.6776 -2.5718 10.9207,0.037
15,0.058,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-1.6251 -2.4915 10.8743,-1.6776 -2.5718 10.9207,-1.6776 -2.5718 10.9207,0.037
15,0.064,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-1.6251 -2.4915 10.4055,-1.6251 -2.4915 10.3743,-1.6776 -2.5718 10.9207,0.037
15,0.066,HYDRO_CHECK_MIC,HOLD_TARGET,-1.6251 -2.4915 10.4055,,-1.6776 -2.5718 10.9207,0.037
15,0.068,HOLD_TARGET,HYDRO_DIVE,-1.6251 -2.4915 10.4055,,-1.6776 -2.5718 10.9207,0.037
15,0.076,HYDRO_DIVE,HYDRO_APPROACH,-1.6251 -2.4915 12.8665,-1.6251 -2.4915 12.9055,-1.6776 -2.5718 10.9207,0.037
15,0.086,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-1.6767 -2.5706 10.9511,-1.6776 -2.5718 10.9207,-1.6776 -2.5718 10.9207,0.037
15,0.092,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-1.6767 -2.5706 10.4823,-1.6767 -2.5706 10.4511,-1.6776 -2.5718 10.9207,0.037
15,0.093,HYDRO_CHECK_MIC,HOLD_TARGET,-1.6767 -2.5706 10.4823,,-1.6776 -2.5718 10.9207,0.037
15,0.095,HOLD_TARGET,HYDRO_DIVE,-1.6767 -2.5706 10.4823,,-1.6776 -2.5718 10.9207,0.037
15,0.104,HYDRO_DIVE,HYDRO_APPROACH,-1.6767 -2.5706 12.9433,-1.6767 -2.5706 12.9823,-1.6776 -2.5718 10.9207,0.037
15,0.112,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-1.6775 -2.5718 10.9523,-1.6776 -2.5718 10.9207,-1.6776 -2.5718 10.9207,0.037
15,0.119,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-1.6775 -2.5718 10.4835,-1.6775 -2.5718 10.4523,-1.6776 -2.5718 10.9207,0.037
15,0.12,HYDRO_CHECK_MIC,HOLD_TARGET,-1.6775 -2.5718 10.4835,,-1.6776 -2.5718 10.9207,0.037
15,0.122,HOLD_TARGET,HYDRO_DIVE,-1.6775 -2.5718 10.4835,,-1.6776 -2.5718 10.9207,0.037
15,0.132,HYDRO_DIVE,HYDRO_APPROACH,-1.6775 -2.5718 12.9445,-1.6775 -2.5718 12.9835,-1.6776 -2.5718 10.9207,0.037
15,0.141,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-1.6775 -2.5718 10.9523,-1.6776 -2.5718 10.9207,-1.6776 -2.5718 10.9207,0.037
15,0.147,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-1.6775 -2.5718 10.4835,-1.6775 -2.5718 10.4523,-1.6776 -2.5718 10.9207,0.037
15,0.149,HYDRO_CHECK_MIC,HOLD_TARGET,-1.6775 -2.5718 10.4835,,-1.6776 -2.5718 10.9207,0.037
15,0.151,HOLD_TARGET,HYDRO_DIVE,-1.6775 -2.5718 10.4835,,-1.6776 -2.5718 10.9207,0.037
15,0.161,HYDRO_DIVE,HYDRO_APPROACH,-1.6775 -2.5718 12.9445,-1.6775 -2.5718 12.9835,-1.6776 -2.5718 10.9207,0.037
15,0.171,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-1.6776 -2.5718 10.9523,-1.6776 -2.5718 10.9207,-1.6776 -2.5718 10.9207,0.037
15,0.178,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-1.6776 -2.5718 10.4835,-1.6776 -2.5718 10.4523,-1.6776 -2.5718 10.9207,0.037
15,0.18,HYDRO_CHECK_MIC,SURFACE,-1.6776 -2.5718 10.4835,,-1.6776 -2.5718 10.9207,0.037
15,0.191,SURFACE,RETURN_HOME,-1.6776 -2.5718 6.5148,-1.6776 -2.5718 6.4835,-1.6776 -2.5718 10.9207,0.037
15,0.193,RETURN_HOME,DONE,-1.6776 -2.5718 6.5148,,-1.6776 -2.5718 10.9207,0.037
16,0,,INIT,,,,
16,0.021,INIT,DESCEND_TO_7M,,,,
16,0.035,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
16,0.036,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,2.7315 -0.9494 11.0535,0.036
16,0.046,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,2.7315 -0.9494 11.0535,0.036
16,0.048,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,2.7315 -0.9494 11.0535,0.036
16,0.057,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,0.5684 -0.0864 9.6890,0.036
16,0.061,VISUAL_ATTACK,VISUAL_POST_CHECK,0.4974 -0.0756 9.6574,0.5684 -0.0864 9.6890,0.5684 -0.0864 9.6890,0.036
16,0.068,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,0.4974 -0.0756 9.1886,0.4974 -0.0756 9.1574,0.5684 -0.0864 9.6890,0.036
16,0.069,VISUAL_CHECK_MIC,VISUAL_DETECT,0.4974 -0.0756 9.1886,,0.5684 -0.0864 9.6890,0.036
16,0.071,VISUAL_DETECT,VISUAL_ATTACK,0.4974 -0.0756 9.1886,,1.5582 -0.4560 8.7051,0.036
16,0.078,VISUAL_ATTACK,VISUAL_POST_CHECK,1.4919 -0.4323 8.7353,1.5582 -0.4560 8.7051,1.5582 -0.4560 8.7051,0.036
16,0.083,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,1.4919 -0.4323 8.2665,1.4919 -0.4323 8.2353,1.5582 -0.4560 8.7051,0.036
16,0.085,VISUAL_CHECK_MIC,SURFACE,1.4919 -0.4323 8.2665,,1.5582 -0.4560 8.7051,0.036
16,0.096,SURFACE,RETURN_HOME,1.4919 -0.4323 4.2978,1.4919 -0.4323 4.2665,1.5582 -0.4560 8.7051,0.036
16,0.097,RETURN_HOME,DONE,1.4919 -0.4323 4.2978,,1.5582 -0.4560 8.7051,0.036
17,0,,INIT,,,,
17,0.021,INIT,DESCEND_TO_7M,,,,
17,0.035,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
17,0.036,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,-0.2848 2.8044 11.1043,0.036
17,0.038,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,-0.2848 2.8044 11.1043,0.036
17,0.048,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-0.2848 2.8044 11.1043,0.036
17,0.058,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-0.2803 2.7606 11.0782,-0.2848 2.8044 11.1043,-0.2848 2.8044 11.1043,0.036
17,0.065,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-0.2803 2.7606 10.6094,-0.2803 2.7606 10.5782,-0.2848 2.8044 11.1043,0.036
17,0.066,HYDRO_CHECK_MIC,HOLD_TARGET,-0.2803 2.7606 10.6094,,-0.2848 2.8044 11.1043,0.036
17,0.068,HOLD_TARGET,HYDRO_DIVE,-0.2803 2.7606 10.6094,,-0.2848 2.8044 11.1043,0.036
17,0.078,HYDRO_DIVE,HYDRO_APPROACH,-0.2803 2.7606 13.0704,-0.2803 2.7606 13.1094,-0.2848 2.8044 11.1043,0.036
17,0.089,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-0.2847 2.8037 11.1350,-0.2848 2.8044 11.1043,-0.2848 2.8044 11.1043,0.036
17,0.096,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-0.2847 2.8037 10.6662,-0.2847 2.8037 10.6350,-0.2848 2.8044 11.1043,0.036
17,0.098,HYDRO_CHECK_MIC,HOLD_TARGET,-0.2847 2.8037 10.6662,,-0.2848 2.8044 11.1043,0.036
17,0.1,HOLD_TARGET,HYDRO_DIVE,-0.2847 2.8037 10.6662,,-0.2848 2.8044 11.1043,0.036
17,0.11,HYDRO_DIVE,HYDRO_APPROACH,-0.2847 2.8037 13.1272,-0.2847 2.8037 13.1662,-0.2848 2.8044 11.1043,0.036
17,0.12,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-0.2848 2.8044 11.1359,-0.2848 2.8044 11.1043,-0.2848 2.8044 11.1043,0.036
17,0.127,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-0.2848 2.8044 10.6671,-0.2848 2.8044 10.6359,-0.2848 2.8044 11.1043,0.036
17,0.128,HYDRO_CHECK_MIC,SURFACE,-0.2848 2.8044 10.6671,,-0.2848 2.8044 11.1043,0.036
17,0.139,SURFACE,RETURN_HOME,-0.2848 2.8044 6.6984,-0.2848 2.8044 6.6671,-0.2848 2.8044 11.1043,0.036
17,0.141,RETURN_HOME,DONE,-0.2848 2.8044 6.6984,,-0.2848 2.8044 11.1043,0.036
18,0,,INIT,,,,
18,0.021,INIT,DESCEND_TO_7M,,,,
18,0.035,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
18,0.037,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-2.6635 0.8302 11.1239,0.037
18,0.048,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-2.6635 0.8302 11.1239,0.037
18,0.049,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,-2.6635 0.8302 11.1239,0.037
18,0.058,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,2.5263 0.7835 9.9477,0.037
18,0.066,VISUAL_ATTACK,VISUAL_POST_CHECK,2.4473 0.7590 9.9317,2.5263 0.7835 9.9477,2.5263 0.7835 9.9477,0.037
18,0.072,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.4473 0.7590 9.4630,2.4473 0.7590 9.4317,2.5263 0.7835 9.9477,0.037
18,0.074,VISUAL_CHECK_MIC,VISUAL_DETECT,2.4473 0.7590 9.4630,,2.5263 0.7835 9.9477,0.037
18,0.075,VISUAL_DETECT,VISUAL_ATTACK,2.4473 0.7590 9.4630,,4.7381 0.2890 9.1485,0.037
18,0.083,VISUAL_ATTACK,VISUAL_POST_CHECK,4.6665 0.3037 9.1583,4.7381 0.2890 9.1485,4.7381 0.2890 9.1485,0.037
18,0.09,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,4.6665 0.3037 8.6896,4.6665 0.3037 8.6583,4.7381 0.2890 9.1485,0.037
18,0.092,VISUAL_CHECK_MIC,SURFACE,4.6665 0.3037 8.6896,,4.7381 0.2890 9.1485,0.037
18,0.103,SURFACE,RETURN_HOME,4.6665 0.3037 4.7208,4.6665 0.3037 4.6896,4.7381 0.2890 9.1485,0.037
18,0.105,RETURN_HOME,DONE,4.6665 0.3037 4.7208,,4.7381 0.2890 9.1485,0.037
19,0,,INIT,,,,
19,0.022,INIT,DESCEND_TO_7M,,,,
19,0.036,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
19,0.037,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,1.5861 -2.2669 11.1394,0.037
19,0.039,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,1.5861 -2.2669 11.1394,0.037
19,0.049,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,1.5861 -2.2669 11.1394,0.037
19,0.058,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.5614 -2.2314 11.1128,1.5861 -2.2669 11.1394,1.5861 -2.2669 11.1394,0.037
19,0.065,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.5614 -2.2314 10.6440,1.5614 -2.2314 10.6128,1.5861 -2.2669 11.1394,0.037
19,0.067,HYDRO_CHECK_MIC,HOLD_TARGET,1.5614 -2.2314 10.6440,,1.5861 -2.2669 11.1394,0.037
19,0.069,HOLD_TARGET,HYDRO_DIVE,1.5614 -2.2314 10.6440,,1.5861 -2.2669 11.1394,0.037
19,0.078,HYDRO_DIVE,HYDRO_APPROACH,1.5614 -2.2314 13.1050,1.5614 -2.2314 13.1440,1.5861 -2.2669 11.1394,0.037
19,0.089,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.5857 -2.2663 11.1701,1.5861 -2.2669 11.1394,1.5861 -2.2669 11.1394,0.037
19,0.096,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.5857 -2.2663 10.7014,1.5857 -2.2663 10.6701,1.5861 -2.2669 11.1394,0.037
19,0.097,HYDRO_CHECK_MIC,HOLD_TARGET,1.5857 -2.2663 10.7014,,1.5861 -2.2669 11.1394,0.037
19,0.099,HOLD_TARGET,HYDRO_DIVE,1.5857 -2.2663 10.7014,,1.5861 -2.2669 11.1394,0.037
19,0.109,HYDRO_DIVE,HYDRO_APPROACH,1.5857 -2.2663 13.1623,1.5857 -2.2663 13.2014,1.5861 -2.2669 11.1394,0.037
19,0.119,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.5861 -2.2668 11.1710,1.5861 -2.2669 11.1394,1.5861 -2.2669 11.1394,0.037
19,0.126,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.5861 -2.2668 10.7023,1.5861 -2.2668 10.6710,1.5861 -2.2669 11.1394,0.037
19,0.128,HYDRO_CHECK_MIC,HOLD_TARGET,1.5861 -2.2668 10.7023,,1.5861 -2.2669 11.1394,0.037
19,0.13,HOLD_TARGET,HYDRO_DIVE,1.5861 -2.2668 10.7023,,1.5861 -2.2669 11.1394,0.037
19,0.139,HYDRO_DIVE,HYDRO_APPROACH,1.5861 -2.2668 13.1632,1.5861 -2.2668 13.2023,1.5861 -2.2669 11.1394,0.037
19,0.148,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.5861 -2.2669 11.1710,1.5861 -2.2669 11.1394,1.5861 -2.2669 11.1394,0.037
19,0.154,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.5861 -2.2669 10.7023,1.5861 -2.2669 10.6710,1.5861 -2.2669 11.1394,0.037
19,0.155,HYDRO_CHECK_MIC,HOLD_TARGET,1.5861 -2.2669 10.7023,,1.5861 -2.2669 11.1394,0.037
19,0.157,HOLD_TARGET,HYDRO_DIVE,1.5861 -2.2669 10.7023,,1.5861 -2.2669 11.1394,0.037
19,0.166,HYDRO_DIVE,HYDRO_APPROACH,1.5861 -2.2669 13.1632,1.5861 -2.2669 13.2023,1.5861 -2.2669 11.1394,0.037
19,0.175,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.5861 -2.2669 11.1710,1.5861 -2.2669 11.1394,1.5861 -2.2669 11.1394,0.037
19,0.182,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.5861 -2.2669 10.7023,1.5861 -2.2669 10.6710,1.5861 -2.2669 11.1394,0.037
19,0.184,HYDRO_CHECK_MIC,SURFACE,1.5861 -2.2669 10.7023,,1.5861 -2.2669 11.1394,0.037
19,0.194,SURFACE,RETURN_HOME,1.5861 -2.2669 6.7335,1.5861 -2.2669 6.7023,1.5861 -2.2669 11.1394,0.037
19,0.196,RETURN_HOME,DONE,1.5861 -2.2669 6.7335,,1.5861 -2.2669 11.1394,0.037
20,0,,INIT,,,,
20,0.022,INIT,DESCEND_TO_7M,,,,
20,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
20,0.035,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,-1.7745 2.4638 10.9471,0.035
20,0.037,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,-1.7745 2.4638 10.9471,0.035
20,0.046,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-1.7745 2.4638 10.9471,0.035
20,0.054,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-1.7191 2.3868 10.8999,-1.7745 2.4638 10.9471,-1.7745 2.4638 10.9471,0.035
20,0.06,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-1.7191 2.3868 10.4311,-1.7191 2.3868 10.3999,-1.7745 2.4638 10.9471,0.035
20,0.062,HYDRO_CHECK_MIC,HOLD_TARGET,-1.7191 2.3868 10.4311,,-1.7745 2.4638 10.9471,0.035
20,0.064,HOLD_TARGET,HYDRO_DIVE,-1.7191 2.3868 10.4311,,-1.7745 2.4638 10.9471,0.035
20,0.075,HYDRO_DIVE,HYDRO_APPROACH,-1.7191 2.3868 12.8921,-1.7191 2.3868 12.9311,-1.7745 2.4638 10.9471,0.035
20,0.085,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-1.7736 2.4626 10.9775,-1.7745 2.4638 10.9471,-1.7745 2.4638 10.9471,0.035
20,0.092,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-1.7736 2.4626 10.5087,-1.7736 2.4626 10.4775,-1.7745 2.4638 10.9471,0.035
20,0.094,HYDRO_CHECK_MIC,HOLD_TARGET,-1.7736 2.4626 10.5087,,-1.7745 2.4638 10.9471,0.035
20,0.095,HOLD_TARGET,HYDRO_DIVE,-1.7736 2.4626 10.5087,,-1.7745 2.4638 10.9471,0.035
20,0.106,HYDRO_DIVE,HYDRO_APPROACH,-1.7736 2.4626 12.9697,-1.7736 2.4626 13.0087,-1.7745 2.4638 10.9471,0.035
20,0.116,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-1.7745 2.4638 10.9787,-1.7745 2.4638 10.9471,-1.7745 2.4638 10.9471,0.035
