seed,elapsed_time,from_state,to_state,pos_xyz,target_xyz,discovered_xyz,attack_retry_started_at
440,0.057,VISUAL_ATTACK,VISUAL_POST_CHECK,1.4099 -0.7006 9.6036,1.4554 -0.7232 9.6090,1.4554 -0.7232 9.6090,0.035
440,0.064,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,1.4099 -0.7006 9.1349,1.4099 -0.7006 9.1036,1.4554 -0.7232 9.6090,0.035
440,0.065,VISUAL_CHECK_MIC,VISUAL_DETECT,1.4099 -0.7006 9.1349,,1.4554 -0.7232 9.6090,0.035
440,0.066,VISUAL_DETECT,VISUAL_ATTACK,1.4099 -0.7006 9.1349,,2.9386 0.1793 9.0646,0.035
440,0.074,VISUAL_ATTACK,VISUAL_POST_CHECK,2.8908 0.1518 9.0668,2.9386 0.1793 9.0646,2.9386 0.1793 9.0646,0.035
440,0.081,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.8908 0.1518 8.5980,2.8908 0.1518 8.5668,2.9386 0.1793 9.0646,0.035
440,0.082,VISUAL_CHECK_MIC,SURFACE,2.8908 0.1518 8.5980,,2.9386 0.1793 9.0646,0.035
440,0.094,SURFACE,RETURN_HOME,2.8908 0.1518 4.6293,2.8908 0.1518 4.5980,2.9386 0.1793 9.0646,0.035
440,0.096,RETURN_HOME,DONE,2.8908 0.1518 4.6293,,2.9386 0.1793 9.0646,0.035
441,0,,INIT,,,,
441,0.02,INIT,DESCEND_TO_7M,,,,
441,0.032,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
441,0.033,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-0.3454 2.7175 11.1574,0.033
441,0.042,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-0.3454 2.7175 11.1574,0.033
441,0.043,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,-0.3454 2.7175 11.1574,0.033
441,0.052,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,2.8600 -0.4431 9.5953,0.033
441,0.059,VISUAL_ATTACK,VISUAL_POST_CHECK,2.7707 -0.4292 9.5904,2.8600 -0.4431 9.5953,2.8600 -0.4431 9.5953,0.033
441,0.066,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.7707 -0.4292 9.1216,2.7707 -0.4292 9.0904,2.8600 -0.4431 9.5953,0.033
441,0.068,VISUAL_CHECK_MIC,VISUAL_DETECT,2.7707 -0.4292 9.1216,,2.8600 -0.4431 9.5953,0.033
441,0.069,VISUAL_DETECT,VISUAL_ATTACK,2.7707 -0.4292 9.1216,,3.8834 -1.0562 9.9829,0.033
441,0.077,VISUAL_ATTACK,VISUAL_POST_CHECK,3.8486 -1.0366 9.9560,3.8834 -1.0562 9.9829,3.8834 -1.0562 9.9829,0.033
441,0.084,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,3.8486 -1.0366 9.4872,3.8486 -1.0366 9.4560,3.8834 -1.0562 9.9829,0.033
441,0.085,VISUAL_CHECK_MIC,VISUAL_DETECT,3.8486 -1.0366 9.4872,,3.8834 -1.0562 9.9829,0.033
441,0.087,VISUAL_DETECT,VISUAL_ATTACK,3.8486 -1.0366 9.4872,,5.6708 -0.8096 8.5546,0.033
441,0.095,VISUAL_ATTACK,VISUAL_POST_CHECK,5.6138 -0.8167 8.5837,5.6708 -0.8096 8.5546,5.6708 -0.8096 8.5546,0.033
441,0.101,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,5.6138 -0.8167 8.1150,5.6138 -0.8167 8.0837,5.6708 -0.8096 8.5546,0.033
441,0.103,VISUAL_CHECK_MIC,VISUAL_DETECT,5.6138 -0.8167 8.1150,,5.6708 -0.8096 8.5546,0.033
441,0.104,VISUAL_DETECT,VISUAL_ATTACK,5.6138 -0.8167 8.1150,,6.3239 -0.6581 8.4760,0.033
441,0.109,VISUAL_ATTACK,VISUAL_POST_CHECK,6.2352 -0.6780 8.4308,6.3239 -0.6581 8.4760,6.3239 -0.6581 8.4760,0.033
441,0.116,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,6.2352 -0.6780 7.9621,6.2352 -0.6780 7.9308,6.3239 -0.6581 8.4760,0.033
441,0.118,VISUAL_CHECK_MIC,SURFACE,6.2352 -0.6780 7.9621,,6.3239 -0.6581 8.4760,0.033
441,0.129,SURFACE,RETURN_HOME,6.2352 -0.6780 3.9933,6.2352 -0.6780 3.9621,6.3239 -0.6581 8.4760,0.033
441,0.131,RETURN_HOME,DONE,6.2352 -0.6780 3.9933,,6.3239 -0.6581 8.4760,0.033
442,0,,INIT,,,,
442,0.02,INIT,DESCEND_TO_7M,,,,
442,0.033,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
442,0.034,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,2.5767 -1.3543 11.0399,0.034
442,0.044,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,2.5767 -1.3543 11.0399,0.034
442,0.046,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,2.5767 -1.3543 11.0399,0.034
442,0.054,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,1.5029 -0.7403 8.5678,0.034
442,0.062,VISUAL_ATTACK,VISUAL_POST_CHECK,1.4559 -0.7172 8.5949,1.5029 -0.7403 8.5678,1.5029 -0.7403 8.5678,0.034
442,0.068,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,1.4559 -0.7172 8.1261,1.4559 -0.7172 8.0949,1.5029 -0.7403 8.5678,0.034
442,0.069,VISUAL_CHECK_MIC,VISUAL_DETECT,1.4559 -0.7172 8.1261,,1.5029 -0.7403 8.5678,0.034
442,0.071,VISUAL_DETECT,VISUAL_ATTACK,1.4559 -0.7172 8.1261,,2.9448 -1.3159 8.6842,0.034
442,0.079,VISUAL_ATTACK,VISUAL_POST_CHECK,2.8983 -1.2972 8.6668,2.9448 -1.3159 8.6842,2.9448 -1.3159 8.6842,0.034
442,0.085,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.8983 -1.2972 8.1981,2.8983 -1.2972 8.1668,2.9448 -1.3159 8.6842,0.034
442,0.087,VISUAL_CHECK_MIC,VISUAL_DETECT,2.8983 -1.2972 8.1981,,2.9448 -1.3159 8.6842,0.034
442,0.088,VISUAL_DETECT,VISUAL_ATTACK,2.8983 -1.2972 8.1981,,5.3959 -1.3063 7.2082,0.034
442,0.097,VISUAL_ATTACK,VISUAL_POST_CHECK,5.3179 -1.3060 7.2391,5.3959 -1.3063 7.2082,5.3959 -1.3063 7.2082,0.034
442,0.104,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,5.3179 -1.3060 6.7704,5.3179 -1.3060 6.7391,5.3959 -1.3063 7.2082,0.034
442,0.106,VISUAL_CHECK_MIC,VISUAL_DETECT,5.3179 -1.3060 6.7704,,5.3959 -1.3063 7.2082,0.034
442,0.107,VISUAL_DETECT,VISUAL_ATTACK,5.3179 -1.3060 6.7704,,7.0116 -1.8527 7.2048,0.034
442,0.116,VISUAL_ATTACK,VISUAL_POST_CHECK,6.9587 -1.8357 7.1912,7.0116 -1.8527 7.2048,7.0116 -1.8527 7.2048,0.034
442,0.122,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,6.9587 -1.8357 6.7224,6.9587 -1.8357 6.6912,7.0116 -1.8527 7.2048,0.034
442,0.123,VISUAL_CHECK_MIC,SURFACE,6.9587 -1.8357 6.7224,,7.0116 -1.8527 7.2048,0.034
442,0.135,SURFACE,RETURN_HOME,6.9587 -1.8357 2.7537,6.9587 -1.8357 2.7224,7.0116 -1.8527 7.2048,0.034
442,0.136,RETURN_HOME,DONE,6.9587 -1.8357 2.7537,,7.0116 -1.8527 7.2048,0.034
443,0,,INIT,,,,
443,0.021,INIT,DESCEND_TO_7M,,,,
443,0.033,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
443,0.035,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,-2.2085 -1.7936 11.0862,0.035
443,0.037,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,-2.2085 -1.7936 11.0862,0.035
443,0.047,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-2.2085 -1.7936 11.0862,0.035
443,0.057,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-2.1740 -1.7656 11.0604,-2.2085 -1.7936 11.0862,-2.2085 -1.7936 11.0862,0.035
443,0.063,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-2.1740 -1.7656 10.5917,-2.1740 -1.7656 10.5604,-2.2085 -1.7936 11.0862,0.035
443,0.064,HYDRO_CHECK_MIC,HOLD_TARGET,-2.1740 -1.7656 10.5917,,-2.2085 -1.7936 11.0862,0.035
443,0.066,HOLD_TARGET,HYDRO_DIVE,-2.1740 -1.7656 10.5917,,-2.2085 -1.7936 11.0862,0.035
443,0.076,HYDRO_DIVE,HYDRO_APPROACH,-2.1740 -1.7656 13.0526,-2.1740 -1.7656 13.0917,-2.2085 -1.7936 11.0862,0.035
443,0.086,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-2.2080 -1.7932 11.1169,-2.2085 -1.7936 11.0862,-2.2085 -1.7936 11.0862,0.035
443,0.092,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-2.2080 -1.7932 10.6482,-2.2080 -1.7932 10.6169,-2.2085 -1.7936 11.0862,0.035
443,0.093,HYDRO_CHECK_MIC,HOLD_TARGET,-2.2080 -1.7932 10.6482,,-2.2085 -1.7936 11.0862,0.035
443,0.095,HOLD_TARGET,HYDRO_DIVE,-2.2080 -1.7932 10.6482,,-2.2085 -1.7936 11.0862,0.035
443,0.104,HYDRO_DIVE,HYDRO_APPROACH,-2.2080 -1.7932 13.1091,-2.2080 -1.7932 13.1482,-2.2085 -1.7936 11.0862,0.035
443,0.114,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-2.2085 -1.7936 11.1178,-2.2085 -1.7936 11.0862,-2.2085 -1.7936 11.0862,0.035
443,0.121,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-2.2085 -1.7936 10.6491,-2.2085 -1.7936 10.6178,-2.2085 -1.7936 11.0862,0.035
443,0.123,HYDRO_CHECK_MIC,SURFACE,-2.2085 -1.7936 10.6491,,-2.2085 -1.7936 11.0862,0.035
443,0.135,SURFACE,RETURN_HOME,-2.2085 -1.7936 6.6803,-2.2085 -1.7936 6.6491,-2.2085 -1.7936 11.0862,0.035
443,0.149,RETURN_HOME,DONE,-2.2085 -1.7936 6.6803,,-2.2085 -1.7936 11.0862,0.035
444,0,,INIT,,,,
444,0.021,INIT,DESCEND_TO_7M,,,,
444,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
444,0.035,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-1.8886 2.2402 11.0261,0.035
444,0.045,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-1.8886 2.2402 11.0261,0.035
444,0.047,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,-1.8886 2.2402 11.0261,0.035
444,0.05,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,0.6856 0.1594 8.8728,0.035
444,0.056,VISUAL_ATTACK,VISUAL_POST_CHECK,0.6427 0.1494 8.9080,0.6856 0.1594 8.8728,0.6856 0.1594 8.8728,0.035
444,0.063,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,0.6427 0.1494 8.4392,0.6427 0.1494 8.4080,0.6856 0.1594 8.8728,0.035
444,0.064,VISUAL_CHECK_MIC,VISUAL_DETECT,0.6427 0.1494 8.4392,,0.6856 0.1594 8.8728,0.035
444,0.066,VISUAL_DETECT,VISUAL_ATTACK,0.6427 0.1494 8.4392,,2.9290 0.8896 7.6888,0.035
444,0.074,VISUAL_ATTACK,VISUAL_POST_CHECK,2.8576 0.8664 7.7122,2.9290 0.8896 7.6888,2.9290 0.8896 7.6888,0.035
444,0.08,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.8576 0.8664 7.2435,2.8576 0.8664 7.2122,2.9290 0.8896 7.6888,0.035
444,0.081,VISUAL_CHECK_MIC,SURFACE,2.8576 0.8664 7.2435,,2.9290 0.8896 7.6888,0.035
444,0.092,SURFACE,RETURN_HOME,2.8576 0.8664 3.2747,2.8576 0.8664 3.2435,2.9290 0.8896 7.6888,0.035
444,0.093,RETURN_HOME,DONE,2.8576 0.8664 3.2747,,2.9290 0.8896 7.6888,0.035
445,0,,INIT,,,,
445,0.021,INIT,DESCEND_TO_7M,,,,
445,0.033,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
445,0.035,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,-2.8255 0.5477 11.0632,0.035
445,0.037,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,-2.8255 0.5477 11.0632,0.035
445,0.046,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-2.8255 0.5477 11.0632,0.035
445,0.054,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-2.7814 0.5392 11.0378,-2.8255 0.5477 11.0632,-2.8255 0.5477 11.0632,0.035
445,0.06,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-2.7814 0.5392 10.5690,-2.7814 0.5392 10.5378,-2.8255 0.5477 11.0632,0.035
445,0.062,HYDRO_CHECK_MIC,SURFACE,-2.7814 0.5392 10.5690,,-2.8255 0.5477 11.0632,0.035
445,0.073,SURFACE,RETURN_HOME,-2.7814 0.5392 6.6003,-2.7814 0.5392 6.5690,-2.8255 0.5477 11.0632,0.035
445,0.074,RETURN_HOME,DONE,-2.7814 0.5392 6.6003,,-2.8255 0.5477 11.0632,0.035
446,0,,INIT,,,,
446,0.021,INIT,DESCEND_TO_7M,,,,
446,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
446,0.035,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,2.5088 -1.0812 11.1623,0.035
446,0.037,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,2.5088 -1.0812 11.1623,0.035
446,0.048,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,2.5088 -1.0812 11.1623,0.035
446,0.058,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,2.4696 -1.0643 11.1353,2.5088 -1.0812 11.1623,2.5088 -1.0812 11.1623,0.035
446,0.064,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,2.4696 -1.0643 10.6666,2.4696 -1.0643 10.6353,2.5088 -1.0812 11.1623,0.035
446,0.066,HYDRO_CHECK_MIC,HOLD_TARGET,2.4696 -1.0643 10.6666,,2.5088 -1.0812 11.1623,0.035
446,0.067,HOLD_TARGET,HYDRO_DIVE,2.4696 -1.0643 10.6666,,2.5088 -1.0812 11.1623,0.035
446,0.077,HYDRO_DIVE,HYDRO_APPROACH,2.4696 -1.0643 13.1275,2.4696 -1.0643 13.1666,2.5088 -1.0812 11.1623,0.035
446,0.086,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,2.5082 -1.0809 11.1930,2.5088 -1.0812 11.1623,2.5088 -1.0812 11.1623,0.035
446,0.093,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,2.5082 -1.0809 10.7243,2.5082 -1.0809 10.6930,2.5088 -1.0812 11.1623,0.035
446,0.094,HYDRO_CHECK_MIC,SURFACE,2.5082 -1.0809 10.7243,,2.5088 -1.0812 11.1623,0.035
446,0.106,SURFACE,RETURN_HOME,2.5082 -1.0809 6.7555,2.5082 -1.0809 6.7243,2.5088 -1.0812 11.1623,0.035
446,0.107,RETURN_HOME,DONE,2.5082 -1.0809 6.7555,,2.5088 -1.0812 11.1623,0.035
447,0,,INIT,,,,
447,0.02,INIT,DESCEND_TO_7M,,,,
447,0.033,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
447,0.034,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-1.0061 2.6865 11.0698,0.034
447,0.046,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-1.0061 2.6865 11.0698,0.034
447,0.049,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,-1.0061 2.6865 11.0698,0.034
447,0.051,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,2.4229 -0.4184 9.4340,0.034
447,0.059,VISUAL_ATTACK,VISUAL_POST_CHECK,2.3472 -0.4054 9.4341,2.4229 -0.4184 9.4340,2.4229 -0.4184 9.4340,0.034
447,0.066,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.3472 -0.4054 8.9653,2.3472 -0.4054 8.9341,2.4229 -0.4184 9.4340,0.034
447,0.068,VISUAL_CHECK_MIC,VISUAL_DETECT,2.3472 -0.4054 8.9653,,2.4229 -0.4184 9.4340,0.034
447,0.069,VISUAL_DETECT,VISUAL_ATTACK,2.3472 -0.4054 8.9653,,4.7716 0.2879 9.4072,0.034
447,0.078,VISUAL_ATTACK,VISUAL_POST_CHECK,4.6959 0.2662 9.3934,4.7716 0.2879 9.4072,4.7716 0.2879 9.4072,0.034
447,0.084,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,4.6959 0.2662 8.9246,4.6959 0.2662 8.8934,4.7716 0.2879 9.4072,0.034
447,0.085,VISUAL_CHECK_MIC,VISUAL_DETECT,4.6959 0.2662 8.9246,,4.7716 0.2879 9.4072,0.034
447,0.087,VISUAL_DETECT,VISUAL_ATTACK,4.6959 0.2662 8.9246,,7.5224 0.4745 9.2218,0.034
447,0.095,VISUAL_ATTACK,VISUAL_POST_CHECK,7.4341 0.4680 9.2125,7.5224 0.4745 9.2218,7.5224 0.4745 9.2218,0.034
447,0.102,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,7.4341 0.4680 8.7438,7.4341 0.4680 8.7125,7.5224 0.4745 9.2218,0.034
447,0.103,VISUAL_CHECK_MIC,VISUAL_DETECT,7.4341 0.4680 8.7438,,7.5224 0.4745 9.2218,0.034
447,0.105,VISUAL_DETECT,VISUAL_ATTACK,7.4341 0.4680 8.7438,,8.1582 0.1573 7.7515,0.034
447,0.114,VISUAL_ATTACK,VISUAL_POST_CHECK,8.1355 0.1670 7.7825,8.1582 0.1573 7.7515,8.1582 0.1573 7.7515,0.034
447,0.119,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,8.1355 0.1670 7.3138,8.1355 0.1670 7.2825,8.1582 0.1573 7.7515,0.034
447,0.121,VISUAL_CHECK_MIC,SURFACE,8.1355 0.1670 7.3138,,8.1582 0.1573 7.7515,0.034
447,0.132,SURFACE,RETURN_HOME,8.1355 0.1670 3.3450,8.1355 0.1670 3.3138,8.1582 0.1573 7.7515,0.034
447,0.133,RETURN_HOME,DONE,8.1355 0.1670 3.3450,,8.1582 0.1573 7.7515,0.034
448,0,,INIT,,,,
448,0.021,INIT,DESCEND_TO_7M,,,,
448,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
448,0.036,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-0.9348 2.5780 11.1555,0.036
448,0.045,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-0.9348 2.5780 11.1555,0.036
448,0.047,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,-0.9348 2.5780 11.1555,0.036
448,0.05,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,0.9818 0.8602 9.4520,0.036
448,0.056,VISUAL_ATTACK,VISUAL_POST_CHECK,0.9204 0.8064 9.4510,0.9818 0.8602 9.4520,0.9818 0.8602 9.4520,0.036
448,0.063,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,0.9204 0.8064 8.9822,0.9204 0.8064 8.9510,0.9818 0.8602 9.4520,0.036
448,0.064,VISUAL_CHECK_MIC,VISUAL_DETECT,0.9204 0.8064 8.9822,,0.9818 0.8602 9.4520,0.036
448,0.066,VISUAL_DETECT,VISUAL_ATTACK,0.9204 0.8064 8.9822,,2.3074 1.4330 9.5920,0.036
448,0.072,VISUAL_ATTACK,VISUAL_POST_CHECK,2.2207 1.3939 9.5539,2.3074 1.4330 9.5920,2.3074 1.4330 9.5920,0.036
448,0.079,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.2207 1.3939 9.0852,2.2207 1.3939 9.0539,2.3074 1.4330 9.5920,0.036
448,0.081,VISUAL_CHECK_MIC,SURFACE,2.2207 1.3939 9.0852,,2.3074 1.4330 9.5920,0.036
448,0.091,SURFACE,RETURN_HOME,2.2207 1.3939 5.1164,2.2207 1.3939 5.0852,2.3074 1.4330 9.5920,0.036
448,0.093,RETURN_HOME,DONE,2.2207 1.3939 5.1164,,2.3074 1.4330 9.5920,0.036
449,0,,INIT,,,,
449,0.023,INIT,DESCEND_TO_7M,,,,
449,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
449,0.036,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,2.1890 1.6193 11.1682,0.036
449,0.045,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,2.1890 1.6193 11.1682,0.036
449,0.047,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,2.1890 1.6193 11.1682,0.036
449,0.052,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,1.5700 -0.3338 10.0731,0.036
449,0.06,VISUAL_ATTACK,VISUAL_POST_CHECK,1.5210 -0.3234 10.0532,1.5700 -0.3338 10.0731,1.5700 -0.3338 10.0731,0.036
449,0.067,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,1.5210 -0.3234 9.5845,1.5210 -0.3234 9.5532,1.5700 -0.3338 10.0731,0.036
449,0.069,VISUAL_CHECK_MIC,VISUAL_DETECT,1.5210 -0.3234 9.5845,,1.5700 -0.3338 10.0731,0.036
449,0.07,VISUAL_DETECT,VISUAL_ATTACK,1.5210 -0.3234 9.5845,,2.9316 0.4898 10.0480,0.036
449,0.078,VISUAL_ATTACK,VISUAL_POST_CHECK,2.8875 0.4644 10.0336,2.9316 0.4898 10.0480,2.9316 0.4898 10.0480,0.036
449,0.084,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.8875 0.4644 9.5648,2.8875 0.4644 9.5336,2.9316 0.4898 10.0480,0.036
449,0.086,VISUAL_CHECK_MIC,VISUAL_DETECT,2.8875 0.4644 9.5648,,2.9316 0.4898 10.0480,0.036
449,0.087,VISUAL_DETECT,VISUAL_ATTACK,2.8875 0.4644 9.5648,,4.2852 -0.2755 9.8009,0.036
449,0.094,VISUAL_ATTACK,VISUAL_POST_CHECK,4.1979 -0.2293 9.7861,4.2852 -0.2755 9.8009,4.2852 -0.2755 9.8009,0.036
449,0.101,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,4.1979 -0.2293 9.3174,4.1979 -0.2293 9.2861,4.2852 -0.2755 9.8009,0.036
449,0.102,VISUAL_CHECK_MIC,SURFACE,4.1979 -0.2293 9.3174,,4.2852 -0.2755 9.8009,0.036
449,0.114,SURFACE,RETURN_HOME,4.1979 -0.2293 5.3486,4.1979 -0.2293 5.3174,4.2852 -0.2755 9.8009,0.036
449,0.116,RETURN_HOME,DONE,4.1979 -0.2293 5.3486,,4.2852 -0.2755 9.8009,0.036
450,0,,INIT,,,,
450,0.023,INIT,DESCEND_TO_7M,,,,
450,0.037,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
450,0.038,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-3.1733 0.3387 10.8237,0.038
450,0.048,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-3.1733 0.3387 10.8237,0.038
450,0.05,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,-3.1733 0.3387 10.8237,0.038
450,0.055,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,2.3065 -0.4615 9.9462,0.038
450,0.064,VISUAL_ATTACK,VISUAL_POST_CHECK,2.2344 -0.4471 9.9303,2.3065 -0.4615 9.9462,2.3065 -0.4615 9.9462,0.038
450,0.072,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.2344 -0.4471 9.4615,2.2344 -0.4471 9.4303,2.3065 -0.4615 9.9462,0.038
450,0.073,VISUAL_CHECK_MIC,VISUAL_DETECT,2.2344 -0.4471 9.4615,,2.3065 -0.4615 9.9462,0.038
450,0.075,VISUAL_DETECT,VISUAL_ATTACK,2.2344 -0.4471 9.4615,,3.3854 -1.2107 8.8975,0.038
450,0.084,VISUAL_ATTACK,VISUAL_POST_CHECK,3.3134 -1.1630 8.9327,3.3854 -1.2107 8.8975,3.3854 -1.2107 8.8975,0.038
450,0.09,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,3.3134 -1.1630 8.4640,3.3134 -1.1630 8.4327,3.3854 -1.2107 8.8975,0.038
450,0.091,VISUAL_CHECK_MIC,VISUAL_DETECT,3.3134 -1.1630 8.4640,,3.3854 -1.2107 8.8975,0.038
450,0.093,VISUAL_DETECT,VISUAL_ATTACK,3.3134 -1.1630 8.4640,,5.0310 -0.9215 8.7376,0.038
450,0.104,VISUAL_ATTACK,VISUAL_POST_CHECK,4.9774 -0.9290 8.7291,5.0310 -0.9215 8.7376,5.0310 -0.9215 8.7376,0.038
450,0.111,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,4.9774 -0.9290 8.2603,4.9774 -0.9290 8.2291,5.0310 -0.9215 8.7376,0.038
450,0.113,VISUAL_CHECK_MIC,SURFACE,4.9774 -0.9290 8.2603,,5.0310 -0.9215 8.7376,0.038
450,0.124,SURFACE,RETURN_HOME,4.9774 -0.9290 4.2916,4.9774 -0.9290 4.2603,5.0310 -0.9215 8.7376,0.038
450,0.126,RETURN_HOME,DONE,4.9774 -0.9290 4.2916,,5.0310 -0.9215 8.7376,0.038
451,0,,INIT,,,,
451,0.02,INIT,DESCEND_TO_7M,,,,
451,0.033,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
451,0.035,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-2.9559 -0.8284 10.9213,0.035
451,0.044,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-2.9559 -0.8284 10.9213,0.035
